RV32PMP,"PMP, Physical Memory Protection",1.12
xlen,32
""
Extension,Subset,Instruction,Description,Covergroup,Coverpoint,Coverpoint Description,Coverage Level,Pass/Fail Criteria,Test Type,Coverage Method
,,,,,cp_pmpcfg2_pmp8cfg_a,pmpcfg2 (CSR) field pmp8 a,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_pmpcfg2_pmp8cfg_l,pmpcfg2 (CSR) field pmp8 l,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_pmpcfg2_pmp9cfg_xwr,pmpcfg2 (CSR) field pmp9 xwr,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_pmpcfg2_pmp9cfg_a,pmpcfg2 (CSR) field pmp9 a,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_pmpcfg2_pmp9cfg_l,pmpcfg2 (CSR) field pmp9 l,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_pmpcfg2_pmp10cfg_xwr,pmpcfg2 (CSR) field pmp10 xwr,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_pmpcfg2_pmp10cfg_a,pmpcfg2 (CSR) field pmp10 a,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_pmpcfg2_pmp10cfg_l,pmpcfg2 (CSR) field pmp10 l,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_pmpcfg2_pmp11cfg_xwr,pmpcfg2 (CSR) field pmp11 xwr,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_pmpcfg2_pmp11cfg_a,pmpcfg2 (CSR) field pmp11 a,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_pmpcfg2_pmp11cfg_l,pmpcfg2 (CSR) field pmp11 l,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_wr_count,Number of times csr is written,Compliance Basic,Check against Reference Model,Constrained-Random,Functional Coverage
RV32PMP,,pmpcfg3,"PMP, Physical Memory Protection",pmpcfg3_cg,,,,,,
,,,,,cp_pmpcfg3_pmp12cfg_xwr,pmpcfg3 (CSR) field pmp12 xwr,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_pmpcfg3_pmp12cfg_a,pmpcfg3 (CSR) field pmp12 a,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_pmpcfg3_pmp12cfg_l,pmpcfg3 (CSR) field pmp12 l,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_pmpcfg3_pmp13cfg_xwr,pmpcfg3 (CSR) field pmp13 xwr,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_pmpcfg3_pmp13cfg_a,pmpcfg3 (CSR) field pmp13 a,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_pmpcfg3_pmp13cfg_l,pmpcfg3 (CSR) field pmp13 l,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_pmpcfg3_pmp14cfg_xwr,pmpcfg3 (CSR) field pmp14 xwr,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_pmpcfg3_pmp14cfg_a,pmpcfg3 (CSR) field pmp14 a,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_pmpcfg3_pmp14cfg_l,pmpcfg3 (CSR) field pmp14 l,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_pmpcfg3_pmp15cfg_xwr,pmpcfg3 (CSR) field pmp15 xwr,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_pmpcfg3_pmp15cfg_a,pmpcfg3 (CSR) field pmp15 a,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_pmpcfg3_pmp15cfg_l,pmpcfg3 (CSR) field pmp15 l,DV Privileged Basic,Check against Reference Model,Constrained-Random,Functional Coverage
,,,,,cp_wr_count,Number of times csr is written,Compliance Basic,Check against Reference Model,Constrained-Random,Functional Coverage
